state,admin1_pcode,township,admin3_pcode,population_2021_proj,population_density,fs_pin,fs_targeted,group,conflict_score,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,fatalities,flood_count,flood_prob,beneficiaries_2021,partners_2021,not_in_6months
Sagaing,MMR005,Pale,MMR005019,151242.21950615357,90.40638901450686,23125,2311.5065690822457,A2,0.3185781811688067,39,41,0,17,16,363,1,0.06666666666666667,4594,1,0
Shan (East),MMR222,Kengtung,MMR016001,190678.07106639686,48.98840913441928,70170,25000,B2,0.01169841463522687,0,0,0,5,2,2,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Mongkhet,MMR016002,49472.748796437016,17.730963002369684,7000.010935993042,0,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Mongyang,MMR016003,119598.77030615482,39.583818483493054,44012,10000,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Mongla,MMR016005,47850.61860323728,22.129306798328585,6999.989010072383,0,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Shan (East),MMR222,Mongping,MMR016007,76476.77232090256,11.41997501629829,10999.823250005875,0,B2,0.00482470580668741,0,3,0,0,0,0,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Monghsat,MMR016006,116270.07026586277,22.67812807972003,42787,10000,B2,0.00119772018997599,0,0,0,1,0,0,NA,0,0,0,1
Shan (East),MMR222,Mongton,MMR016008,77872.24870628536,13.559330774850203,11500.005006632337,0,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Tachileik,MMR016009,197003.26777179833,45.26340302107024,72497,25000,B2,0.02776016472479763,1,4,1,9,1,1,2,0.13333333333333333,0,0,1
Shan (East),MMR222,Monghpyak,MMR016010,33949.185057131006,14.892087579548916,4499.891905693609,0,B2,0.00239544037995199,0,0,0,2,0,0,1,0.06666666666666667,0,0,1
Shan (East),MMR222,Mongyawng,MMR016011,88761.63091419675,17.389278875754453,12999.88849307263,0,B2,0.00482470580668741,0,3,0,0,0,0,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Pangwaun,MMR015007,107879.43518432547,65.05700158555173,21000.19458355443,0,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Shan (North),MMR222,Mongmao,MMR015008,78532.21126434059,39.45514971526959,14000.070850397218,0,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Shan (North),MMR222,Hopang,MMR015021,67885.03753733159,45.85766699053214,11000.134820677367,0,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Laukkaing,MMR015022,105382.9101541064,123.2676601700367,14000.031636486985,0,B2,0.00400367564884779,0,1,0,2,0,0,1,0.06666666666666667,2434,3,1
Shan (North),MMR222,Konkyan,MMR015023,66731.76963285124,55.94530538811965,20999.750961023416,0,B2,0.00408370045118264,1,0,0,0,0,7,NA,0,7197,2,1
Shan (North),MMR222,Kyaukme,MMR015012,191221.37357631102,43.895629640204945,73689,18421.81763278474,A2,0.27208753493746207,54,23,9,25,24,24,1,0.06666666666666667,4372,2,1
Shan (North),MMR222,Nawnghkio,MMR015013,166481.66603385995,45.80170687857262,61265,15315.686731292519,B2,0.03951522112938582,2,1,4,4,2,1,1,0.06666666666666667,718,1,0
Shan (North),MMR222,Hsipaw,MMR015014,195720.0072422465,33.553617765477064,72220,18055.779324188505,A2,0.13892406381697212,21,8,4,15,17,26,2,0.13333333333333333,1531,1,1
Shan (North),MMR222,Namtu,MMR015015,56022.37721350035,31.17777872906858,21014,5254.243307624785,A2,0.1112818382815668,30,11,1,17,8,6,1,0.06666666666666667,13241,3,1
Shan (North),MMR222,Lashio,MMR015001,359318.5035149055,84.25130797408127,132229,40000,A2,0.21486220402348732,20,21,14,25,10,26,2,0.13333333333333333,29963,1,1
Shan (North),MMR222,Hseni,MMR015002,62954.206169235404,31.59819533800353,23336,5834.027032555601,A2,0.08359282671948852,25,5,0,4,3,70,2,0.13333333333333333,886,3,0
Shan (North),MMR222,Mongyai,MMR015003,65969.59065166286,24.727328758148214,24277,6068.79766679279,B2,0.024890690842626,0,5,0,1,6,2,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Tangyan,MMR015004,191994.66303827474,35.808262212332224,70654,17664.491014127285,B2,0.01928605827005136,0,1,0,2,6,1,2,0.13333333333333333,0,0,1
Shan (North),MMR222,Kunlong,MMR015020,65300.739708987356,67.63529407648932,24031,6008.331965114499,B2,0.00909732848094947,5,1,0,0,0,0,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Pangsang (Panghkam),MMR015005,117739.98687244033,33.62857259718577,43328,10831.921208308622,B2,0.00149781864241073,1,0,0,0,0,0,NA,0,0,0,1
Shan (North),MMR222,Narphan,MMR015006,129081.56564790812,69.26168231440157,47502,11876.495981105403,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Shan (North),MMR222,Matman,MMR015024,21923.200665902245,6.627126783529551,8068,2017.0655408666244,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Mongmit,MMR015017,70362.67475023259,23.424224115528165,25893,6472.633943680719,B2,0.01265788130594187,0,1,0,3,3,0,2,0.13333333333333333,0,0,1
Shan (North),MMR222,Mabein,MMR015018,52661.4567789598,9.414801699661668,19379,4845.1459807339925,B2,0.00239544037995199,0,0,0,2,0,0,1,0.06666666666666667,0,0,1
Shan (North),MMR222,Muse,MMR015009,190888.05915305082,96.75110953001968,71329,17832.644545071726,A2,0.5957044863219239,153,42,12,47,23,301,1,0.06666666666666667,200,1,1
Shan (North),MMR222,Namhkan,MMR015010,118919.91993078153,68.50773607779477,32000.474803373254,0,A2,0.09089691208319713,7,11,4,4,12,9,1,0.06666666666666667,1376,2,1
Shan (North),MMR222,Kutkai,MMR015011,194046.7688374802,42.892408878373764,74366,18591.573253793504,A2,0.2621812052397704,86,9,9,9,12,61,NA,0,3859,3,1
Shan (North),MMR222,Namhsan,MMR015016,80222.11539026989,48.05811719884955,18000.159464011853,0,B2,0.05350996952428819,9,5,1,6,6,10,1,0.06666666666666667,200,1,1
Shan (North),MMR222,Manton,MMR015019,42887.56684089259,15.360555021503233,11999.434659827964,0,B2,0.0263114602063575,5,5,0,0,3,9,1,0.06666666666666667,243,1,1
Shan (South),MMR222,Pindaya,MMR014006,88109.44569268427,126.07289806933954,32424,150,B2,0.00739273664432227,0,0,1,1,0,0,1,0.06666666666666667,2260,1,1
Shan (South),MMR222,Ywangan,MMR014007,91697.01993504175,27.654683557178455,33745,150,B2,0.01749828309632778,0,0,0,3,5,4,NA,0,2586,1,1
Shan (South),MMR222,Langkho,MMR014018,44787.45905347584,7.768275753898176,12500.163110611034,0,B2,0,NA,NA,NA,NA,NA,NA,1,0.06666666666666667,0,0,1
Shan (South),MMR222,Mongnai,MMR014019,43815.29198563354,12.275945958987899,16124,50,B2,0.00149781864241073,1,0,0,0,0,0,NA,0,49,1,0
Shan (South),MMR222,Mawkmai,MMR014020,37564.53550142687,13.8479310991775,6000.108914943583,0,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Shan (South),MMR222,Mongpan,MMR014021,28805.03245814827,9.593223632566815,10600,50,B2,0.00608151930158693,2,1,0,0,0,4,NA,0,8,1,0
Shan (South),MMR222,Loilen,MMR014011,138388.81539341103,94.13509231163087,50927,50,B2,0.01639370855754034,0,1,2,2,0,0,NA,0,116,1,0
Shan (South),MMR222,Laihka,MMR014012,54253.588674066115,17.460796100391317,19965,50,B2,0,NA,NA,NA,NA,NA,NA,NA,0,4,1,0
Shan (South),MMR222,Nansang,MMR014013,129949.29419646223,31.867204423661082,47821,1000,B2,0.01069267020047317,4,0,0,3,0,3,NA,0,839,2,0
Shan (South),MMR222,Kunhing,MMR014014,59333.30048455188,19.452081840493666,21835,50,B2,0.00368321534568202,0,0,0,1,1,0,NA,0,0,0,1
Shan (South),MMR222,Kyethi,MMR014015,82621.9792377435,19.881008877879545,31215,5000,B2,0.04241607668119009,23,1,0,5,0,1,NA,0,0,0,1
Shan (South),MMR222,Mongkaing,MMR014016,82544.20587231612,19.659844762891293,32294,50,B2,0.0496888923058023,10,4,0,12,5,4,NA,0,0,0,1
Shan (South),MMR222,Monghsu,MMR014017,80830.96973675858,44.37901513901442,29746,50,B2,0.00865420565709407,0,0,0,1,3,0,1,0.06666666666666667,0,0,1
Shan (South),MMR222,Hopong,MMR014003,124824.02941479757,38.44948373660422,45935,50,B2,0.00479088075990398,0,0,0,4,0,0,NA,0,870,1,1
Shan (South),MMR222,Hsihseng,MMR014004,170025.90940119364,73.98135846885398,63075,50,B2,0.00759683621877579,0,1,0,5,0,0,1,0.06666666666666667,1194,2,0
Shan (South),MMR222,Pinlaung,MMR014009,213606.77024246746,56.59672251540324,78645,50,B2,0.02225484912294812,3,1,0,3,0,34,1,0.06666666666666667,2364,1,1
Shan (South),MMR222,Taunggyi,MMR014001,486701.276652264,218.26467229458154,179129,200,A2,0.23209219116725455,0,18,17,48,14,15,2,0.13333333333333333,1053,2,0
Shan (South),MMR222,Nyaungshwe,MMR014002,210440.28322149537,128.2013467028146,77442,20,B2,0.0194348266602386,0,0,0,4,5,6,1,0.06666666666666667,0,0,1
Shan (South),MMR222,Kalaw,MMR014005,206747.15941177213,127.74949869727759,76083,100,B2,0.06786535270217313,1,3,4,16,5,14,1,0.06666666666666667,601,2,0
Shan (South),MMR222,Lawksawk,MMR014008,183022.9498121872,32.01338931688777,67352,20,B2,0.00695820954171687,2,0,0,3,0,1,1,0.06666666666666667,0,0,1
Shan (South),MMR222,Pekon,MMR014010,115093.4703517542,49.95869659285383,48656,150,A2,0.2644808085644133,42,20,2,26,23,186,1,0.06666666666666667,3567,3,0
Tanintharyi,MMR006,Dawei,MMR006001,156104.6855057658,21.53612319640456,37777,5667.399944364489,A2,0.2405108966767509,11,7,18,35,16,53,NA,0,50,1,0
Tanintharyi,MMR006,Launglon,MMR006002,125675.93475263125,145.13695021354297,30414,4561.96356877042,A2,0.10514862958759633,4,4,2,24,16,32,2,0.13333333333333333,0,0,1
Tanintharyi,MMR006,Thayetchaung,MMR006003,112233.83467999121,50.509487838818686,27161,4073.911803025714,B2,0.0599174150558596,7,1,0,12,9,30,1,0.06666666666666667,4097,1,0
Tanintharyi,MMR006,Yebyu,MMR006004,130260.37599431549,30.27240444962558,31675,4750.808359136868,B2,0.06348381038453674,1,5,2,14,7,20,1,0.06666666666666667,0,0,1
Tanintharyi,MMR006,Kawthoung,MMR006009,148728.7911632599,55.45075487476594,35992,5399.144884661607,B2,0.04348640098100072,0,0,4,6,3,11,2,0.13333333333333333,184,1,0
Tanintharyi,MMR006,Bokpyin,MMR006010,86800.59531694955,12.295223516943269,21006,3151.1383960730022,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Tanintharyi,MMR006,Myeik,MMR006005,302183.2957380707,233.98489379872564,73128,10968.746370572688,A2,0.08941572553437045,0,4,7,16,6,15,2,0.13333333333333333,0,0,1
Tanintharyi,MMR006,Kyunsu,MMR006006,182435.48113600473,54.784275357139016,44149,6621.592059895221,B2,0.00488093553565802,0,0,0,2,1,0,NA,0,0,0,1
Tanintharyi,MMR006,Palaw,MMR006007,138077.08199467565,54.111723121895075,33964,5095.369450381044,A2,0.08269480799721265,14,4,0,8,12,43,2,0.13333333333333333,145,1,0
Tanintharyi,MMR006,Tanintharyi,MMR006008,113498.91102819465,9.410820313834414,27467,4119.989529703143,B2,0.0316187967608238,3,3,0,3,5,17,4,0.26666666666666666,0,0,1
Yangon,MMR013,Thingangyun,MMR013009,243788.8109873174,15966.138700133255,68261.25,68261.13292380996,A1,0.12858644755105322,1,25,8,14,5,22,2,0.13333333333333333,0,0,1
Yangon,MMR013,Yankin,MMR013010,82563.23088085231,14807.667801328658,23117.5,23118.295357134808,B1,0.05615399371149798,0,10,4,8,2,2,2,0.13333333333333333,0,0,1
Yangon,MMR013,South Okkalapa,MMR013011,187509.9813789108,19606.87546613909,52502.5,52503.20521470707,A1,0.11352282098197888,0,20,9,8,6,3,2,0.13333333333333333,0,0,1
Yangon,MMR013,North Okkalapa,MMR013012,387868.8990213952,12008.243092949193,108603.75,108602.70827479297,A1,0.12086452585947202,3,13,9,8,9,21,3,0.2,255380,7,0
Yangon,MMR013,Thaketa,MMR013013,256671.4959286959,16400.60840215547,71867.5,71867.9811399701,A1,0.21145178611651855,4,21,19,14,12,20,2,0.13333333333333333,0,0,1
Yangon,MMR013,Dawbon,MMR013014,87659.28122938855,24206.405876989902,24545,24545.401262330946,B1,0.04693046426271741,0,6,3,4,5,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Tamwe,MMR013015,192382.59220542855,33161.13445106529,53867.5,53866.87418277388,A1,0.22726777214456867,1,16,26,20,5,7,2,0.13333333333333333,0,0,1
Yangon,MMR013,Pazundaung,MMR013016,56389.38562190537,45393.41719137697,15788.75,15788.972025916059,B1,0.03208067250459678,0,6,2,6,1,1,2,0.13333333333333333,0,0,1
Yangon,MMR013,Botahtaung,MMR013017,47707.829193478705,15756.250061399674,13358.75,13357.807828590627,B1,0.0337426266228692,1,6,1,5,3,8,2,0.13333333333333333,0,0,1
Yangon,MMR013,Dagon Myothit (South),MMR013018,432502.10729209863,9908.877831721176,121100,121101.40995960019,A1,0.17419418075540027,6,19,10,13,16,47,2,0.13333333333333333,2770,1,1
Yangon,MMR013,Dagon Myothit (North),MMR013019,237343.97727409672,8435.84069391932,66456.25,66455.6863647331,A1,0.12552662038942947,0,16,9,17,7,17,2,0.13333333333333333,0,0,1
Yangon,MMR013,Dagon Myothit (East),MMR013020,192749.1726712401,1207.5130147162602,53970,53970.23165304706,B1,0.01837017887675135,0,3,0,5,2,7,4,0.26666666666666666,0,0,1
Yangon,MMR013,Dagon Myothit (Seikkan),MMR013021,194867.1931403737,2171.3253824889853,54562.5,54563.18592132887,B1,0.07033961244247172,0,10,4,4,8,13,3,0.2,276430,2,0
Yangon,MMR013,Mingalartaungnyunt,MMR013022,154189.56265790385,26807.04815179339,43172.5,43172.9224559262,A1,0.09963237874519962,0,9,10,3,7,6,3,0.2,0,0,1
Yangon,MMR013,Insein,MMR013001,355272.33125192724,10217.535787258495,99476.25,99475.74725010256,A1,0.2176007824223431,0,23,19,12,17,17,2,0.13333333333333333,0,0,1
Yangon,MMR013,Mingaladon,MMR013002,385882.3820209496,2577.889692971146,108047.5,108046.93303417561,A1,0.07926336877866734,4,14,0,20,9,12,3,0.2,0,0,1
Yangon,MMR013,Hmawbi,MMR013003,284660.787304043,519.1861957541133,79705,79704.9795548732,B1,0.01770571429487205,0,7,0,3,1,1,2,0.13333333333333333,5961,1,1
Yangon,MMR013,Hlegu,MMR013004,315074.1647437887,179.28045080657554,88221.25,88221.23387235914,B2,0.05404800946482061,2,5,0,13,10,7,1,0.06666666666666667,27837,1,1
Yangon,MMR013,Taikkyi,MMR013005,322669.94474490674,157.1748419169966,90347.5,90348.4154733367,B2,0.03299685380178947,1,3,2,5,2,9,3,0.2,6266,1,1
Yangon,MMR013,Htantabin,MMR013006,169665.07705270514,242.87047098109048,47506.25,47505.77842627601,B2,0.00546096054598642,1,0,0,0,1,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Shwepyithar,MMR013007,399777.52729647426,6140.512958059941,111937.5,111938.2923577508,A1,0.10243508238606266,0,17,5,10,11,13,4,0.26666666666666666,380550,4,0
Yangon,MMR013,Hlaingtharya,MMR013008,800503.5088140167,8241.385927326728,227976.27210950773,227976,A1,0.2317000426221071,7,42,7,20,23,79,NA,0,772658,5,0
Yangon,MMR013,Thanlyin,MMR013023,311957.6489106349,745.4886795129743,87348.75,87347.8583052521,A1,0.07736806255515173,5,11,2,9,9,18,3,0.2,11963,1,1
Yangon,MMR013,Kyauktan,MMR013024,194867.1931403737,208.75261034426435,54562.5,54563.18592132887,B2,0.00570981368534688,0,0,0,0,2,2,4,0.26666666666666666,0,0,1
Yangon,MMR013,Thongwa,MMR013025,183727.80196974368,218.78462530907024,51443.75,51444.21544937408,B2,0.01644091365800949,0,1,0,7,2,4,4,0.26666666666666666,0,0,1
Yangon,MMR013,Kayan,MMR013026,183894.21786374706,248.2889913187015,51490,51489.61900097004,B2,0.03451423734876934,3,4,0,5,5,14,3,0.2,0,0,1
Yangon,MMR013,Twantay,MMR013027,263979.8302947172,314.1724258500356,73913.75,73913.64751916009,B2,0.04946270681991501,3,4,1,12,5,15,3,0.2,0,0,1
Yangon,MMR013,Kawhmu,MMR013028,138544.1411265676,193.57152961981802,38792.50000000001,38791.640487892946,B2,0.03266499693236233,4,1,0,5,5,18,3,0.2,0,0,1
Yangon,MMR013,Kungyangon,MMR013029,129911.46209358246,187.32274535666065,36375,36374.7906150022,B2,0.03783782523885565,1,2,2,2,5,16,3,0.2,0,0,1
Yangon,MMR013,Dala,MMR013030,201161.9034247383,752.9539111608455,56325,56324.6670430415,B1,0.02302436940711244,0,3,2,3,0,6,3,0.2,271760,4,0
Yangon,MMR013,Seikgyikanaungto,MMR013031,39570.90659997209,2809.957107476298,11080,11080.146153935677,B1,0.008890555286733,1,0,1,1,0,0,2,0.13333333333333333,0,0,1
Yangon,MMR013,Cocokyun,MMR013032,2257.670170395138,58.509558174434844,632.5,631.8523867747328,B2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
Yangon,MMR013,Kyauktada,MMR013033,34741.35443134332,42503.929635908185,9727.5,9728.420777423498,A1,0.16345983405390235,2,9,11,45,8,11,2,0.13333333333333333,0,0,1
Yangon,MMR013,Pabedan,MMR013034,38794.68701045995,53930.19801591035,10862.5,10863.487658962093,B1,0.00566086230154524,0,1,0,1,1,1,2,0.13333333333333333,0,0,1
Yangon,MMR013,Lanmadaw,MMR013035,54882.332595791086,35986.57603000912,15367.5,15366.946873362167,B1,0.03336116912515784,0,8,2,2,2,2,2,0.13333333333333333,0,0,1
Yangon,MMR013,Latha,MMR013036,29160.02137092318,41462.9237863362,8165,8165.194020751816,B1,0.01214275476093009,0,4,0,0,2,2,2,0.13333333333333333,0,0,1
Yangon,MMR013,Ahlone,MMR013037,64567.03937827991,16417.897215766207,18078.75,18079.228976981663,B1,0.03328490644348025,1,5,3,1,1,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Kyeemyindaing,MMR013038,129774.13988734195,25023.19379775559,36336.25,36337.24083314043,B1,0.069829290706326555,1,12,5,4,4,9,2,0.13333333333333333,0,0,1
Yangon,MMR013,Sanchaung,MMR013039,115931.36324979032,41437.975050589426,32461.25,32461.218291526653,A1,0.19656340184603951,3,18,19,20,7,11,2,0.13333333333333333,0,0,1
Yangon,MMR013,Hlaing,MMR013040,186556.8721678007,15756.03592309973,52236.25,52236.07579312577,A1,0.18856873546268987,3,24,13,16,15,23,2,0.13333333333333333,0,0,1
Yangon,MMR013,Kamaryut,MMR013041,98416.9632165703,13067.089599074148,27556.25,27557.2503016338,A1,0.10879212702128396,1,12,9,15,5,5,2,0.13333333333333333,0,0,1
Yangon,MMR013,Mayangone,MMR013042,230553.5105502536,7331.481312017441,64555,64555.017045933484,A1,0.10822097914605744,2,22,5,11,9,9,3,0.2,0,0,1
Yangon,MMR013,Dagon,MMR013043,29189.115058686,5123.846281563125,8172.5,8173.04778384729,B1,0.01382567771990548,0,4,1,1,0,0,2,0.13333333333333333,0,0,1
Yangon,MMR013,Bahan,MMR013044,112571.62418693941,11413.415339108513,31520,31519.94522775214,B1,0.06829674847242807,0,14,4,8,4,4,2,0.13333333333333333,0,0,1
Yangon,MMR013,Seikkan,MMR013045,3288.7504647096184,2408.6261431278886,921.25,921.1498942728779,B1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
